
Rk	team	categories	R1	R2	R3	R4	R5	R6	Pts	Spk	1sts	2nds
Carry	3rd	Opening Government	Marco Giorgione DavaⒸ
CWSDC 3	4th	Closing Opposition	Huw Gwyn JonesⒸ , Judy JI
JANKY DANKY	1st	Closing Government	Huw Gwyn JonesⒸ , Judy JI
CHRONIC PAIN GWORLIES	3rd	Opening Opposition	Huw Gwyn JonesⒸ , Judy JI
OGres with Layers	2nd	Opening Government	Huw Gwyn JonesⒸ , Judy JI
Nova Hangzhou Patrick Star	2nd	Closing Opposition	Udai KamathⒸ
Shanghai Emotionless PPT Machine	4th	Closing Government	Udai KamathⒸ
CWSDC 14	1st	Opening Opposition	Udai KamathⒸ
Undefined	3rd	Opening Government	Udai KamathⒸ
CWSDC 5	1st	Opening Government	Luigi AlcañesesⒸ
CWSDC 6	3rd	Closing Government	Luigi AlcañesesⒸ
CWSDC 7	2nd	Closing Opposition	Luigi AlcañesesⒸ
DAV Jägerbomb	4th	Opening Opposition	Luigi AlcañesesⒸ
Nova Hangzhou Juicy Petro Painters	2nd	Opening Opposition	Ralph LeeⒸ
Heehee	1st	Opening Government	Ralph LeeⒸ
JJCZ	4th	Closing Opposition	Ralph LeeⒸ
Darren &amp; Shawn	3rd	Closing Government	Ralph LeeⒸ
CWSDC 8	1st	Opening Government	Maeca Czarina PansensoyⒸ
help us	3rd	Closing Government	Maeca Czarina PansensoyⒸ
Lifeless adults	4th	Opening Opposition	Maeca Czarina PansensoyⒸ
YISS Queens	2nd	Closing Opposition	Maeca Czarina PansensoyⒸ
OOMPA LOOMPA🧌	3rd	Closing Government	Jodi Aedrienne L. BengzonⒸ
MK23	4th	Opening Opposition	Jodi Aedrienne L. BengzonⒸ
UM Joker and Homeless	2nd	Opening Government	Jodi Aedrienne L. BengzonⒸ
Imperial Inquisitors	1st	Closing Opposition	Jodi Aedrienne L. BengzonⒸ
My little pony ROCKS	2nd	Closing Government	Ahmad Tousif JamiⒸ
Buy me Friday	4th	Closing Opposition	Ahmad Tousif JamiⒸ
Unstoppable RAJA	1st	Opening Opposition	Ahmad Tousif JamiⒸ
Super Team	3rd	Opening Government	Ahmad Tousif JamiⒸ
Eric &amp; Jeffrey	3rd	Closing Opposition	Srijan PoudelⒸ
Richard &amp; Kuei	4th	Closing Government	Srijan PoudelⒸ
Listen Up	1st	Opening Government	Srijan PoudelⒸ
Prone to Pneumonoultramicroscopicsi	2nd	Opening Opposition	Srijan PoudelⒸ


team	result	side	adjudicators
CWSDC 1	2nd	Closing Opposition	Huw Gwyn JonesⒸ
CWSDC 8	4th	Closing Government	Huw Gwyn JonesⒸ
CWSDC 11	1st	Opening Opposition	Huw Gwyn JonesⒸ
UM TH as Chimpanzees	3rd	Opening Government	Huw Gwyn JonesⒸ
CWSDC 5	4th	Closing Government	Thepparith (TJ) SenamngernⒸ
JANKY DANKY	1st	Closing Opposition	Thepparith (TJ) SenamngernⒸ
OGres with Layers	2nd	Opening Opposition	Thepparith (TJ) SenamngernⒸ
Shead and Stephenson	3rd	Opening Government	Thepparith (TJ) SenamngernⒸ
Ateneo LN	2nd	Opening Opposition	Brian WongⒸ
CWSDC 2	4th	Opening Government	Brian WongⒸ
CWSDC 14	3rd	Closing Opposition	Brian WongⒸ
CHRONIC PAIN GWORLIES	1st	Closing Government	Brian WongⒸ
Don Quixote	4th	Closing Opposition	Christopher ChuaⒸ
OOMPA LOOMPA🧌	1st	Opening Opposition	Christopher ChuaⒸ
Elisa &amp; Sophia	3rd	Closing Government	Christopher ChuaⒸ
Veggie nuts	2nd	Opening Government	Christopher ChuaⒸ
DoMynating	1st	Opening Opposition	Ralph LeeⒸ
TEAM CHRIZZMAS TREE	2nd	Closing Opposition	Ralph LeeⒸ
Boston Celtics &amp; Miami Heat Fans	3rd	Opening Government	Ralph LeeⒸ
Adela &amp; Johnny	4th	Closing Government	Ralph LeeⒸ
Nova Hangzhou Budda Feminists	4th	Opening Opposition	Gabrielle PacañoⒸ
Heehee	2nd	Closing Opposition	Gabrielle PacañoⒸ
Eric &amp; Jeffrey	3rd	Opening Government	Gabrielle PacañoⒸ
Buy me Friday	1st	Closing Government	Gabrielle PacañoⒸ
CWSDC 12	3rd	Closing Government	David AfricaⒸ , Aliyah Herlihy
YISS Queens	1st	Opening Opposition	David AfricaⒸ , Aliyah Herlihy
DAV Jägerbomb	2nd	Opening Government	David AfricaⒸ , Aliyah Herlihy
Unicorn	4th	Closing Opposition	David AfricaⒸ , Aliyah Herlihy
CWSDC 13	3rd	Closing Government	Jodi Aedrienne L. BengzonⒸ , Ahmad Tousif Jami
We Need A Break!	4th	Opening Opposition	Jodi Aedrienne L. BengzonⒸ , Ahmad Tousif Jami
Unstoppable RAJA	1st	Opening Government	Jodi Aedrienne L. BengzonⒸ , Ahmad Tousif Jami
Master Debaters	2nd	Closing Opposition	Jodi Aedrienne L. BengzonⒸ , Ahmad Tousif Jami
CWSDC 4	4th	Closing Opposition	Asif MehediⒸ , Judy JI
CWSDC 6	1st	Opening Opposition	Asif MehediⒸ , Judy JI
DKU A	2nd	Opening Government	Asif MehediⒸ , Judy JI
Karl Markets	3rd	Closing Government	Asif MehediⒸ , Judy JI
SISU A	4th	Closing Government	Srijan PoudelⒸ
Shanghai Emotionless PPT Machine	2nd	Closing Opposition	Srijan PoudelⒸ
CWSDC 15	1st	Opening Opposition	Srijan PoudelⒸ
Holy squishy eyeballs	3rd	Opening Government	Srijan PoudelⒸ
Nova Hangzhou Spicy Thai Hotpot	1st	Opening Opposition	Jordyn GibsonⒸ
Vme50	4th	Opening Government	Jordyn GibsonⒸ
Prone to Pneumonoultramicroscopicsi	3rd	Closing Government	Jordyn GibsonⒸ
Super Team	2nd	Closing Opposition	Jordyn GibsonⒸ
My little pony ROCKS	3rd	Opening Government	Udai KamathⒸ
some random thing	2nd	Opening Opposition	Udai KamathⒸ
Kate &amp; Eze	1st	Closing Opposition	Udai KamathⒸ
&quot;Is this a sign?&quot;	4th	Closing Government	Udai KamathⒸ
We&#x27;re cirisly slaying	2nd	Opening Opposition	Daniella Louise Simbre BarbacenaⒸ
Lifeless adults	4th	Opening Government	Daniella Louise Simbre BarbacenaⒸ
Listen Up	1st	Closing Opposition	Daniella Louise Simbre BarbacenaⒸ
SUSJ	3rd	Closing Government	Daniella Louise Simbre BarbacenaⒸ
CWSDC 10	1st	Opening Opposition	Maeca Czarina PansensoyⒸ
go to K11 with us	2nd	Closing Opposition	Maeca Czarina PansensoyⒸ
Shinzou Wo Sasageyo	4th	Opening Government	Maeca Czarina PansensoyⒸ
UM Joker and Homeless	3rd	Closing Government	Maeca Czarina PansensoyⒸ
Nova Hangzhou Juicy Petro Painters	3rd	Closing Government	Luis Rafael N. GarciaⒸ
MaRuiculous	4th	Closing Opposition	Luis Rafael N. GarciaⒸ
jocular beings	2nd	Opening Opposition	Luis Rafael N. GarciaⒸ
MK23	1st	Opening Government	Luis Rafael N. GarciaⒸ
Peppa Pig Supremacy	4th	Closing Opposition	Rushdoon AhmedⒸ
Don&#x27;t let me name our team	1st	Opening Government	Rushdoon AhmedⒸ
Pearl Jezap Pudding River	2nd	Opening Opposition	Rushdoon AhmedⒸ
Wave Waver	3rd	Closing Government	Rushdoon AhmedⒸ
Grass, a kind of plant	3rd	Closing Opposition	Vinodhan KuppusamyⒸ , Luigi Alcañeses
Imperial Inquisitors	1st	Opening Opposition	Vinodhan KuppusamyⒸ , Luigi Alcañeses
Burger King	2nd	Closing Government	Vinodhan KuppusamyⒸ , Luigi Alcañeses
Creed III	4th	Opening Government	Vinodhan KuppusamyⒸ , Luigi Alcañeses
HZCU A	1st	Opening Government	Ian QiuⒸ
JJCZ	4th	Closing Government	Ian QiuⒸ
Richard &amp; Kuei	3rd	Closing Opposition	Ian QiuⒸ
Darren &amp; Shawn	2nd	Opening Opposition	Ian QiuⒸ
Carry	2nd	Closing Government	Marco Giorgione DavaⒸ
Rising from the Ashes	1st	Opening Opposition	Marco Giorgione DavaⒸ
Weight, I Got This Won	4th	Opening Government	Marco Giorgione DavaⒸ
chestnut	3rd	Closing Opposition	Marco Giorgione DavaⒸ
Nova Hangzhou Westlake Fish with Po	4th	Opening Government	PRANAV KAGALKARⒸ
Nova Hangzhou Patrick Star	3rd	Opening Opposition	PRANAV KAGALKARⒸ
CWSDC 7	2nd	Closing Government	PRANAV KAGALKARⒸ
We cant think of a team name :)	1st	Closing Opposition	PRANAV KAGALKARⒸ
Mars CJ	3rd	Closing Government	Kithmina HewageⒸ
Undefined	4th	Opening Government	Kithmina HewageⒸ
help us	1st	Opening Opposition	Kithmina HewageⒸ
Cheerful News Bad Commentary	2nd	Closing Opposition	Kithmina HewageⒸ
CWSDC 3	1st	Opening Opposition	Irene Teresa Galang Dela CruzⒸ
CWSDC 9	2nd	Closing Government	Irene Teresa Galang Dela CruzⒸ
overrated	4th	Closing Opposition	Irene Teresa Galang Dela CruzⒸ
belligerent badgers	3rd	Opening Government	Irene Teresa Galang Dela CruzⒸ


team	result	side	adjudicators
CWSDC 8	eliminated	Closing Government	Christopher ChuaⒸ , Asif Mehedi , Jodi Aedrienne L. Bengzon
CWSDC 15	advancing	Opening Opposition	Christopher ChuaⒸ , Asif Mehedi , Jodi Aedrienne L. Bengzon
We&#x27;re cirisly slaying	eliminated	Closing Opposition	Christopher ChuaⒸ , Asif Mehedi , Jodi Aedrienne L. Bengzon
YISS Queens	advancing	Opening Government	Christopher ChuaⒸ , Asif Mehedi , Jodi Aedrienne L. Bengzon
help us	advancing	Opening Government	Aliyah HerlihyⒸ , Marco Giorgione Dava , Udai Kamath
Grass, a kind of plant	eliminated	Closing Opposition	Aliyah HerlihyⒸ , Marco Giorgione Dava , Udai Kamath
Master Debaters	eliminated	Closing Government	Aliyah HerlihyⒸ , Marco Giorgione Dava , Udai Kamath
Burger King	advancing	Opening Opposition	Aliyah HerlihyⒸ , Marco Giorgione Dava , Udai Kamath
CWSDC 2	advancing	Opening Government	Ahmad Tousif JamiⒸ , Jordyn Gibson , Srijan Poudel
CWSDC 12	eliminated	Closing Opposition	Ahmad Tousif JamiⒸ , Jordyn Gibson , Srijan Poudel
belligerent badgers	eliminated	Opening Opposition	Ahmad Tousif JamiⒸ , Jordyn Gibson , Srijan Poudel
Unstoppable RAJA	advancing	Closing Government	Ahmad Tousif JamiⒸ , Jordyn Gibson , Srijan Poudel
CWSDC 4	advancing	Opening Opposition	Rushdoon AhmedⒸ , Gabrielle Pacaño , Thepparith (TJ) Senamngern
CWSDC 10	eliminated	Closing Government	Rushdoon AhmedⒸ , Gabrielle Pacaño , Thepparith (TJ) Senamngern
CWSDC 14	advancing	Opening Government	Rushdoon AhmedⒸ , Gabrielle Pacaño , Thepparith (TJ) Senamngern
overrated	eliminated	Closing Opposition	Rushdoon AhmedⒸ , Gabrielle Pacaño , Thepparith (TJ) Senamngern


team	result	side	adjudicators
Ateneo LN	advancing	Opening Opposition	Judy JIⒸ , Ian Qiu , PRANAV KAGALKAR
CHRONIC PAIN GWORLIES	advancing	Closing Government	Judy JIⒸ , Ian Qiu , PRANAV KAGALKAR
Cheerful News Bad Commentary	eliminated	Opening Government	Judy JIⒸ , Ian Qiu , PRANAV KAGALKAR
Imperial Inquisitors	eliminated	Closing Opposition	Judy JIⒸ , Ian Qiu , PRANAV KAGALKAR
Nova Hangzhou Westlake Fish with Po	eliminated	Opening Government	Ralph LeeⒸ , Irene Teresa Galang Dela Cruz , Kithmina Hewage
Shanghai Emotionless PPT Machine	advancing	Closing Opposition	Ralph LeeⒸ , Irene Teresa Galang Dela Cruz , Kithmina Hewage
UM TH as Chimpanzees	eliminated	Closing Government	Ralph LeeⒸ , Irene Teresa Galang Dela Cruz , Kithmina Hewage
Shead and Stephenson	advancing	Opening Opposition	Ralph LeeⒸ , Irene Teresa Galang Dela Cruz , Kithmina Hewage
Nova Hangzhou Patrick Star	advancing	Closing Government	Daniella Louise Simbre BarbacenaⒸ , Luis Rafael N. Garcia , Vinodhan Kuppusamy
JANKY DANKY	advancing	Opening Opposition	Daniella Louise Simbre BarbacenaⒸ , Luis Rafael N. Garcia , Vinodhan Kuppusamy
Listen Up	eliminated	Closing Opposition	Daniella Louise Simbre BarbacenaⒸ , Luis Rafael N. Garcia , Vinodhan Kuppusamy
DKU A	eliminated	Opening Government	Daniella Louise Simbre BarbacenaⒸ , Luis Rafael N. Garcia , Vinodhan Kuppusamy
OGres with Layers	advancing	Opening Opposition	Antonio WeiⒸ , Huw Gwyn Jones , Maeca Czarina Pansensoy
Kate &amp; Eze	advancing	Opening Government	Antonio WeiⒸ , Huw Gwyn Jones , Maeca Czarina Pansensoy
DAV Jägerbomb	eliminated	Closing Government	Antonio WeiⒸ , Huw Gwyn Jones , Maeca Czarina Pansensoy
Karl Markets	eliminated	Closing Opposition	Antonio WeiⒸ , Huw Gwyn Jones , Maeca Czarina Pansensoy


team	result	side	adjudicators
Nova Hangzhou Patrick Star	eliminated	Opening Government	Kithmina HewageⒸ , Jordyn Gibson , PRANAV KAGALKAR , Srijan Poudel , Udai Kamath
Ateneo LN	advancing	Closing Government	Kithmina HewageⒸ , Jordyn Gibson , PRANAV KAGALKAR , Srijan Poudel , Udai Kamath
JANKY DANKY	advancing	Opening Opposition	Kithmina HewageⒸ , Jordyn Gibson , PRANAV KAGALKAR , Srijan Poudel , Udai Kamath
CHRONIC PAIN GWORLIES	eliminated	Closing Opposition	Kithmina HewageⒸ , Jordyn Gibson , PRANAV KAGALKAR , Srijan Poudel , Udai Kamath
Shanghai Emotionless PPT Machine	eliminated	Opening Government	Maeca Czarina PansensoyⒸ , Asif Mehedi , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Thepparith (TJ) Senamngern
OGres with Layers	advancing	Opening Opposition	Maeca Czarina PansensoyⒸ , Asif Mehedi , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Thepparith (TJ) Senamngern
Kate &amp; Eze	eliminated	Closing Opposition	Maeca Czarina PansensoyⒸ , Asif Mehedi , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Thepparith (TJ) Senamngern
Shead and Stephenson	advancing	Closing Government	Maeca Czarina PansensoyⒸ , Asif Mehedi , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Thepparith (TJ) Senamngern


team	result	side	adjudicators
Ateneo LN	eliminated	Closing Opposition	PRANAV KAGALKARⒸ , Asif Mehedi , Brian Wong , Huw Gwyn Jones , Judy JI , Thepparith (TJ) Senamngern , Vinodhan Kuppusamy
JANKY DANKY	eliminated	Opening Opposition	PRANAV KAGALKARⒸ , Asif Mehedi , Brian Wong , Huw Gwyn Jones , Judy JI , Thepparith (TJ) Senamngern , Vinodhan Kuppusamy
OGres with Layers	eliminated	Opening Government	PRANAV KAGALKARⒸ , Asif Mehedi , Brian Wong , Huw Gwyn Jones , Judy JI , Thepparith (TJ) Senamngern , Vinodhan Kuppusamy
Shead and Stephenson	advancing	Closing Government	PRANAV KAGALKARⒸ , Asif Mehedi , Brian Wong , Huw Gwyn Jones , Judy JI , Thepparith (TJ) Senamngern , Vinodhan Kuppusamy


team	result	side	adjudicators
CWSDC 1	advancing	Closing Opposition	Jodi Aedrienne L. BengzonⒸ , Daniella Louise Simbre Barbacena , Vinodhan Kuppusamy
CWSDC 3	advancing	Opening Government	Jodi Aedrienne L. BengzonⒸ , Daniella Louise Simbre Barbacena , Vinodhan Kuppusamy
help us	eliminated	Closing Government	Jodi Aedrienne L. BengzonⒸ , Daniella Louise Simbre Barbacena , Vinodhan Kuppusamy
Burger King	eliminated	Opening Opposition	Jodi Aedrienne L. BengzonⒸ , Daniella Louise Simbre Barbacena , Vinodhan Kuppusamy
CWSDC 5	eliminated	Opening Government	Gabrielle PacañoⒸ , Aliyah Herlihy , Rushdoon Ahmed
CWSDC 7	advancing	Opening Opposition	Gabrielle PacañoⒸ , Aliyah Herlihy , Rushdoon Ahmed
CWSDC 15	advancing	Closing Government	Gabrielle PacañoⒸ , Aliyah Herlihy , Rushdoon Ahmed
YISS Queens	eliminated	Closing Opposition	Gabrielle PacañoⒸ , Aliyah Herlihy , Rushdoon Ahmed
CWSDC 2	advancing	Opening Opposition	Judy JIⒸ , Ahmad Tousif Jami , Luis Rafael N. Garcia
CWSDC 6	advancing	Closing Opposition	Judy JIⒸ , Ahmad Tousif Jami , Luis Rafael N. Garcia
CWSDC 11	eliminated	Closing Government	Judy JIⒸ , Ahmad Tousif Jami , Luis Rafael N. Garcia
Unstoppable RAJA	eliminated	Opening Government	Judy JIⒸ , Ahmad Tousif Jami , Luis Rafael N. Garcia
CWSDC 4	eliminated	Opening Opposition	Marco Giorgione DavaⒸ , Antonio Wei , Christopher Chua
CWSDC 9	advancing	Closing Government	Marco Giorgione DavaⒸ , Antonio Wei , Christopher Chua
CWSDC 14	eliminated	Closing Opposition	Marco Giorgione DavaⒸ , Antonio Wei , Christopher Chua
We cant think of a team name :)	advancing	Opening Government	Marco Giorgione DavaⒸ , Antonio Wei , Christopher Chua


team	result	side	adjudicators
CWSDC 2	eliminated	Opening Government	Gabrielle PacañoⒸ , Aliyah Herlihy , Daniella Louise Simbre Barbacena , Luigi Alcañeses , Udai Kamath
CWSDC 6	advancing	Closing Opposition	Gabrielle PacañoⒸ , Aliyah Herlihy , Daniella Louise Simbre Barbacena , Luigi Alcañeses , Udai Kamath
CWSDC 9	eliminated	Opening Opposition	Gabrielle PacañoⒸ , Aliyah Herlihy , Daniella Louise Simbre Barbacena , Luigi Alcañeses , Udai Kamath
We cant think of a team name :)	advancing	Closing Government	Gabrielle PacañoⒸ , Aliyah Herlihy , Daniella Louise Simbre Barbacena , Luigi Alcañeses , Udai Kamath
CWSDC 1	eliminated	Closing Government	Irene Teresa Galang Dela CruzⒸ , David Africa , Jodi Aedrienne L. Bengzon , Jordyn Gibson , Maeca Czarina Pansensoy
CWSDC 3	advancing	Opening Opposition	Irene Teresa Galang Dela CruzⒸ , David Africa , Jodi Aedrienne L. Bengzon , Jordyn Gibson , Maeca Czarina Pansensoy
CWSDC 7	eliminated	Opening Government	Irene Teresa Galang Dela CruzⒸ , David Africa , Jodi Aedrienne L. Bengzon , Jordyn Gibson , Maeca Czarina Pansensoy
CWSDC 15	advancing	Closing Opposition	Irene Teresa Galang Dela CruzⒸ , David Africa , Jodi Aedrienne L. Bengzon , Jordyn Gibson , Maeca Czarina Pansensoy


team	result	side	adjudicators
CWSDC 3	eliminated	Opening Government	Udai KamathⒸ , David Africa , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Jordyn Gibson , Maeca Czarina Pansensoy , PRANAV KAGALKAR
CWSDC 6	advancing	Closing Government	Udai KamathⒸ , David Africa , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Jordyn Gibson , Maeca Czarina Pansensoy , PRANAV KAGALKAR
CWSDC 15	eliminated	Closing Opposition	Udai KamathⒸ , David Africa , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Jordyn Gibson , Maeca Czarina Pansensoy , PRANAV KAGALKAR
We cant think of a team name :)	eliminated	Opening Opposition	Udai KamathⒸ , David Africa , Huw Gwyn Jones , Irene Teresa Galang Dela Cruz , Jordyn Gibson , Maeca Czarina Pansensoy , PRANAV KAGALKAR

